"writerid";"name"
131345;"Glaser, Paul Michael"
131417;"Glass, Sydney A."
131436;"Glasser, Barry (I)"
131519;"Glazer, Benjamin"
131531;"Glazer, Mitch (I)"
131554;"Gleason, James (I)"
131577;"Glebas, Francis"
131583;"Gleckler, Gayle"
131604;"Gleisner, Tom"
131724;"Glienna, Greg"
131791;"Glomm, Lasse"
132043;"Goble, Myron"
132086;"Godard, Alain (I)"
132090;"Godard, Jean-Luc"
132133;"Goddard, Melissa (I)"
132169;"Godey, John"
132376;"Goethe, Johann Wolfgang"
132404;"Goetz, Kevin (I)"
132406;"Goetz, Michael (II)"
132433;"Goff, Ivan"
132494;"Gogol, Nikolai"
132586;"Golan, Menahem"
132655;"Gold, Nick"
132677;"Goldbacher, Sandra"
132707;"Goldberg, Daniel (I)"
132719;"Goldberg, Eric (I)"
132728;"Goldberg, Gary David"
132731;"Goldberg, Harris"
132775;"Goldberg, Mel"
132777;"Goldberg, Michael (III)"
132815;"Goldberger, Julian (I)"
132909;"Goldenberg, Jorge"
132913;"Goldenberg, Michael"
132993;"Goldin, Marilyn"
133016;"Golding, William"
133034;"Goldman, Bo"
133044;"Goldman, Gary (I)"
133045;"Goldman, Gary (III)"
133046;"Goldman, Gina (I)"
133057;"Goldman, James (I)"
133067;"Goldman, Lawrence L."
133111;"Goldman, William (I)"
133130;"Goldrosen, John"
133152;"Goldsman, Akiva"
133167;"Goldsmith, George (I)"
133173;"Goldsmith, John (I)"
133185;"Goldsmith, Olivia"
133202;"Goldstein, Allan A."
133300;"Goldstone, Deena"
133319;"Goldthwait, Bobcat"
133372;"Golin, Larry"
133378;"Goliti Gutierrez, Annette"
133470;"Goluboff, Bryan"
133494;"Gombert, Ed"
133647;"Gomez, Nick (I)"
134528;"Goodhart, William (I)"
134530;"Goodhew, Philip"
134599;"Goodman, David Zelag"
134614;"Goodman, Greer"
134626;"Goodman, Jenniphr"
134659;"Goodman, Nora"
134675;"Goodman, Samantha (I)"
134703;"Goodrich, Frances"
134715;"Goodridge, Harry"
134719;"Goodrow, Garry"
134794;"Goodwin, Richard N."
134979;"Gordon, Alex (I)"
135001;"Gordon, Bernard"
135027;"Gordon, Dan (I)"
135028;"Gordon, Dan (III)"
135064;"Gordon, Gordon (I)"
135087;"Gordon, Jill (I)"
135121;"Gordon, Leon"
135154;"Gordon, Mildred (I)"
135184;"Gordon, Robert (VII)"
135209;"Gordon, Steve (I)"
135212;"Gordon, Stuart (I)"
135290;"Gorenshtein, Fridrikh"
135389;"Gorman, James (I)"
135478;"Gorris, Marleen"
135590;"Gosling, Paula"
135595;"Gosnell, Robert"
135765;"Gottlieb, Carl (I)"
135870;"Gough, Alfred"
135921;"Gould, Chester"
135944;"Gould, Glenn (I)"
135947;"Gould, Heywood"
136001;"Goulding, Edmund"
136183;"Gowdy, Barbara"
136228;"Goyer, David S."
136305;"Grabbe, Christian Dietrich"
136353;"Grace, Anna (I)"
136465;"Grady, James (II)"
136482;"Graef Marino, Gustavo"
136552;"Graff, Todd"
136611;"Graham, Bruce (I)"
136640;"Graham, Erwin"
136653;"Graham, Gerrit"
136688;"Graham, Jordan (V)"
136753;"Graham, Ronny"
136758;"Graham, Sam (II)"
136787;"Graham, Winston (I)"
136810;"Graill, André"
136822;"Grais, Michael"
136855;"Gramatky, Hardie"
137137;"Grant, Campbell"
137182;"Grant, James Edward"
137193;"Grant, Joe (I)"
137194;"Grant, John (I)"
137241;"Grant, Morton"
137279;"Grant, Susannah"
137347;"Grasmere, Robert"
137349;"Grass, Günter"
137503;"Graves, Alex (I)"
137583;"Gray, Barry (III)"
137650;"Gray, Hugh"
137655;"Gray, James (I)"
137736;"Gray, Pamela (II)"
137789;"Gray, William (I)"
137826;"Grazer, Brian"
138017;"Green, Adolph"
138080;"Green, Cliff (I)"
138081;"Green, Clifford (I)"
138119;"Green, Ellen (I)"
138199;"Green, Joseph (II)"
138231;"Green, Lewis A."
138378;"Green, Walon"
138404;"Greenaway, Peter"
138471;"Greenberg, Matt (I)"
138488;"Greenberg, Stanley R."
138508;"Greenburg, Dan"
138563;"Greene, Graham (I)"
138577;"Greene, John L."
138653;"Greene, Ward"
138686;"Greenfield, Matthew"
138805;"Greenwalt, David"
138818;"Greenwood, Edwin"
138913;"Gregg, Clark"
138998;"Gregory, Andre"
139206;"Grenville, Kate (I)"
139306;"Grey, Harry (II)"
139331;"Grey, Rudolph"
139499;"Griffin, Eleanore"
139573;"Griffin, Ted (III)"
139579;"Griffin, Tony (I)"
139596;"Griffith, Charles B."
139722;"Griffiths, Trevor (I)"
139723;"Griffitts, Todd"
139926;"Grimm, Jacob"
139944;"Grimm, Wilhelm (I)"
139990;"Grinde, Nick"
140040;"Grisham, John"
140052;"Grisoni, Tony"
140263;"Gronseth, Paul"
140282;"Groom, Winston"
140386;"Gross, Jeff (II)"
140390;"Gross, Joel (I)"
140398;"Gross, Ken (I)"
140400;"Gross, Larry (I)"
140451;"Grossfeld, Norman J."
140732;"Gruault, Jean"
140808;"Gruen, Margaret (I)"
141265;"Guare, John"
141311;"Guay, Paul"
141312;"Guay, Richard"
141409;"Guedes, Ann"
141556;"Guerra, Tonino"
141651;"Guerricaechevarría, Jorge"
141657;"Guerrieri, Gerardo"
141702;"Guest, Christopher (I)"
141711;"Guest, Judith (I)"
141716;"Guest, Val"
141849;"Guidi, Angelo"
142121;"Guiol, Fred"
142261;"Gullette, Sean"
142305;"Guma, Tony"
142414;"Gunn, James (I)"
142415;"Gunn, James (II)"
142488;"Gunter, Gregory"
142670;"Gurney, Eric"
142781;"Gustad, Kaizad"
142871;"Guterson, David"
142888;"Guthrie Jr., A.B."
142909;"Guthrie, Woody"
142997;"Gutiérrez Alea, Tomás"
143215;"Guza Jr., Robert"
143219;"Guzelian, Eddie"
143448;"Gyllenhaal, Stephen"
143494;"Györffy, Miklós"
143566;"Gégauff, Paul"
143672;"Gómez Pereira, Manuel"
143884;"Görög, László (I)"
144123;"Haas, Belinda"
144126;"Haas, Charles S."
144138;"Haas, George"
144161;"Haas, Philip"
144273;"Haberman, Steve"
144365;"Hackett, Albert"
144380;"Hackett, Pat"
144392;"Hackin, Dennis"
144671;"Haft, Steven"
144837;"Haggard, H. Rider"
145053;"Haigney, Michael"
145062;"Hailey, Arthur"
145074;"Hails, Sasha"
145112;"Haines, Richard W."
145332;"Halberg, Jonny"
145383;"Hale, Boyd (I)"
145406;"Hale, Joe"
145417;"Hale, Mary"
145468;"Haley, Alex"
145479;"Haley, Jack (I)"
145520;"Halicki, H.B."
145607;"Hall, Brad (I)"
145669;"Hall, Don (VI)"
145732;"Hall, James Norman"
145940;"Hall, Willis"
146022;"Haller, Peg"
146124;"Hallström, Lasse"
146220;"Halprin, Philip"
146300;"Halévy, Ludovic"
146398;"Hamburg, John"
146526;"Hamilton Phelan, Anna"
146578;"Hamilton, Donald (I)"
146614;"Hamilton, James (IV)"
146617;"Hamilton, Jane (IV)"
146674;"Hamilton, Patrick (I)"
146727;"Hamilton-Wright, Michael"
146766;"Hamm, Sam"
146857;"Hammerstein II, Oscar"
146866;"Hammett, Dashiell"
146882;"Hammon, Ken"
146963;"Hamner Jr., Earl"
147019;"Hampton, Christopher (I)"
147041;"Hampton, Orville H."
147142;"Han, Mok Tang"
147238;"Hancock, John Lee"
147317;"Handke, Peter"
147344;"Handley, Mark"
147388;"Hanemann, H.W."
147407;"Haney, Daryl"
147463;"Hanke, Chris"
147500;"Hanks, Tom"
147540;"Hanlon, Mark (I)"
147587;"Hanna, William (I)"
147621;"Hannant, Brian"
147715;"Hansberry, Lorraine"
147783;"Hansen, Erik (I)"
147789;"Hansen, Gregory"
147956;"Hanson, Curtis (I)"
147983;"Hanson, Kirk"
148258;"Harburg, E.Y."
148472;"Hardwick, Gary"
148525;"Hardy, Jonathan (I)"
148551;"Hardy, Rob (I)"
148564;"Hardy, Thomas (I)"
148576;"Hare, David (I)"
148723;"Harkey, Kevin"
148802;"Harlin, Renny"
148805;"Harling, Robert"
149087;"Harr, Jonathan"
149119;"Harrer, Heinrich"
149163;"Harrington, Curtis"
149271;"Harris, Bruklin"
149347;"Harris, Elmer"
149411;"Harris, Joel Chandler"
149520;"Harris, Monika"
149624;"Harris, Thomas (I)"
149628;"Harris, Timothy (I)"
149636;"Harris, Vernon"
149714;"Harrison, Greg (III)"
149720;"Harrison, Harry (I)"
149723;"Harrison, Hugh (I)"
149738;"Harrison, Jim (I)"
149739;"Harrison, Joan (I)"
149744;"Harrison, John (I)"
149773;"Harrison, Matthew (I)"
149847;"Harron, Mary (I)"
149870;"Harryhausen, Ray"
149951;"Hart, James V."
149961;"Hart, John Davis"
149998;"Hart, Moss"
150154;"Hartley, Hal (I)"
150200;"Hartman, Don (I)"
150228;"Hartman, Phil (I)"
150282;"Hartmann, Tinka"
150469;"Harvey, Herk"
150485;"Harvey, Jonathan (II)"
150527;"Harvey, Steve (I)"
150565;"Harwood, Johanna"
150573;"Harwood, Ronald"
150584;"Hasak, Adi"
150703;"Hasford, Gustav"
150739;"Hashimoto, Izô"
150750;"Hashimoto, Shinobu (I)"
150982;"Hastings, Michael (II)"
151018;"Hata, Masanori (I)"
151044;"Hatch, Eric (I)"
151083;"Hatem, Richard"
151132;"Hatta, Kayo"
151133;"Hatta, Mari"
151224;"Hauben, Lawrence"
151391;"Hauser, Dwight"
151410;"Hauser, Stephen"
151458;"Hauty, Chris"
151489;"Havelock-Allan, Anthony"
151538;"Havez, Jean C."
151691;"Hawkins, Richard (I)"
151716;"Hawks, Howard"
151741;"Hawley, Lowell S."
151777;"Hawthorne, Nathaniel"
151809;"Hay, Ian (I)"
151902;"Haycock, Randy"
151979;"Hayes, Billy (I)"
151995;"Hayes, Clyde"
152027;"Hayes, John Michael"
152102;"Hayes, Terry (I)"
152191;"Haynes, Todd"
152231;"Hayslip, James"
152232;"Hayslip, Le Ly"
152238;"Hayter, David (I)"
152273;"Hayward, Lillie"
152495;"Healey, Barry"
152538;"Healy, Matthew L."
152614;"Heath, Albert"
152742;"Hecht, Ben (I)"
152793;"Heckerling, Amy"
152849;"Hedden, Rob"
152881;"Hedges, Peter (II)"
152891;"Hedley Jr., Thomas"
152938;"Hee, T."
152975;"Heerman, Victor"
153114;"Heggen, Thomas"
153152;"Heid, Graham"
153158;"Heide, Johannes (I)"
153233;"Heikkinen, Carol"
153361;"Heinemann, Arthur"
153403;"Heinlein, Robert A."
153440;"Heinrich, Willi"
153682;"Helgeland, Brian"
153779;"Heller, Lukas"
153823;"Hellman, Jaime"
153994;"Helvick, James"
154036;"Hemingway, Ernest"
154297;"Hendra, Tony"
154442;"Henkel, Kim"
154450;"Henkin, Hilary (I)"
154455;"Henley, Beth"
154570;"Henning, Paul (I)"
154622;"Henrick, Richard P."
154700;"Henry, Buck"
154793;"Henry, Maurice (II)"
154806;"Henry, O."
154875;"Hensleigh, Jonathan"
154901;"Henson, Jim (I)"
154907;"Henson, Robby"
154912;"Henstell, Diana"
154996;"Herald, Heinz"
155009;"Herbeck, Bobby"
155028;"Herbert, F. Hugh"
155029;"Herbert, Frank (I)"
155040;"Herbert, James (II)"
155128;"Herczeg, Geza"
155140;"Herd, Kelli"
155249;"Herley, Richard"
155253;"Herlihy, James Leo"
155254;"Herlihy, Tim"
155292;"Herman, Jean"
155307;"Herman, Mark (I)"
155577;"Hernandez, Tamara (I)"
155830;"Herr, Michael"
156026;"Herrington, Rowdy"
156091;"Herry, Dodine"
156131;"Hershey, Barry J."
156143;"Hershman-Leeson, Lynn"
156147;"Herskovic, Patricia"
156190;"Hertzberg, Michael"
156233;"Herz, Adam"
156259;"Herzfeld, Jim (I)"
156260;"Herzfeld, John"
156265;"Herzig, Sig"
156276;"Herzog, Ed"
156294;"Herzog, Werner (I)"
156315;"Hesketh-Harvey, Kit"
156389;"Hesse, Hermann"
156620;"Hewlett, Jamie (I)"
156638;"Hexter, Russ"
156717;"Heynemann, Laurent"
156733;"Heyward, Andy"
156739;"Heyward, Louis M."
156750;"Hiaasen, Carl"
156788;"Hibler, Winston"
156796;"Hichens, Robert"
156802;"Hickam Jr., Homer H."
156806;"Hickenlooper, George"
156863;"Hickman, Gail Morgan"
156882;"Hickox, Anthony (I)"
156946;"Hicks, Scott (I)"
156947;"Hicks, Seymour"
156964;"Hickson, Julie"
157111;"Higgins, Colin (I)"
157141;"Higgins, John C."
157217;"Highsmith, Patricia"
157285;"Hiken, Nat"
157290;"Hilaire, Kelly"
157384;"Hiles, Tony"
157472;"Hill, Debra (I)"
157494;"Hill, Ethel"
157502;"Hill, Gladys"
157520;"Hill, Jack (I)"
157540;"Hill, John (I)"
157707;"Hill, Walter (I)"
157884;"Hilton, James (I)"
157908;"Hiltzik, Robert"
157946;"Himmelstein, David (I)"
158037;"Hiner, Phil"
158211;"Hinton, S.E."
158498;"Hirson, Roger O."
158504;"Hirst, Michael (I)"
158559;"Hiscock, Norm"
158589;"Hitchcock, Alfred (I)"
158603;"Hitchcock, Michael (I)"
158657;"Hiuni, Amatsia"
158671;"Hixon, Ken"
158721;"Hjortsberg, William"
158877;"Hoag, Doane R."
158926;"Hoban, Russell"
159008;"Hoblock, Richard"
159021;"Hobson, Laura Z."
159035;"Hoch, Danny"
159181;"Hodge, John (I)"
159200;"Hodge, Tim (I)"
159203;"Hodges, Adrian"
159228;"Hodges, Mike (I)"
159245;"Hodgin, David"
159272;"Hodgson, Joel"
159325;"Hoeber, Erich"
159326;"Hoeber, Jon"
159379;"Hoemburg, Hans"
159384;"Hoenig, Michael"
159484;"Hoffe, Monckton"
159490;"Hoffenstein, Samuel"
159494;"Hoffer, William"
159504;"Hoffman, Abbie"
159506;"Hoffman, Alice"
159509;"Hoffman, Anita"
159596;"Hoffman, Michael (I)"
159602;"Hoffman, Paul (II)"
159690;"Hoffs, Tamar Simon"
159745;"Hofmeyr, Gray"
159756;"Hofstedt, T. Daniel"
159772;"Hogan, Brett"
159793;"Hogan, Michael (I)"
159797;"Hogan, P.J."
159800;"Hogan, Paul (I)"
160023;"Holden Jones, Amy"
160026;"Holden, Anne (I)"
160175;"Holland, Agnieszka"
160207;"Holland, Isabelle"
160252;"Holland, Savage Steve"
160260;"Holland, Tom (I)"
160315;"Holley, Don"
160326;"Holliday, Carole"
160416;"Holloway, Dorothy"
160546;"Holman, Michael (I)"
160599;"Holmes, Ben (I)"
160694;"Holmes, Richard (II)"
160757;"Holofcener, Nicole"
160775;"Holroyd, Michael"
160940;"Holtz Jr., Lou"
160996;"Holzer, Erika"
160999;"Holzer, Hans (I)"
161018;"Holzman, Winnie"
161050;"Homer (I)"
161105;"Honda, Ishirô"
161226;"Hongo, Akiyoshi"
161329;"Hood, Jeremy"
161394;"Hooker, Richard (I)"
161409;"Hool, Lance"
161448;"Hooper, Tobe"
161594;"Hopkins, John (I)"
161595;"Hopkins, John (II)"
161599;"Hopkins, Karen Leigh"
161668;"Hopper, Dennis"
161691;"Hopwood, Avery"
161899;"Hornby, Nick (I)"
161997;"Horovitz, Israel"
162134;"Horta, Silvio"
162174;"Horton, Matthew (II)"
162211;"Horvath, Gillian"
162305;"Hoselton, David"
162478;"Hotchner, A.E."
162479;"Hotchner, Tracy"
162685;"Houseman, John (I)"
162694;"Houser, Lionel"
162705;"Housley, John"
162707;"Housman, A.E."
162754;"Houston, Norman"
162872;"Howard, Bronson"
162873;"Howard, Bruce (III)"
162877;"Howard, Cal"
162901;"Howard, David (VI)"
162930;"Howard, Gregory Allen"
162972;"Howard, Joseph (I)"
162978;"Howard, Karin"
163029;"Howard, Robert E."
163030;"Howard, Ron (I)"
163043;"Howard, Sidney (I)"
163264;"Howington, Jana"
163269;"Howitt, Peter (II)"
163277;"Howlett, John (I)"
163324;"Hoy, William"
163500;"Hsiao, Lung (II)"
163502;"Hsiao, Rita"
163677;"Huang, George (I)"
163809;"Hubbard, L. Ron"
163836;"Hubbell, Chris"
164012;"Hudlin, Reginald (I)"
164033;"Hudson, Chris (I)"
164137;"Huemer, Dick"
164233;"Huffington, Arianna"
164284;"Huggins, Roy"
164302;"Hughes, Albert (I)"
164304;"Hughes, Allen"
164359;"Hughes, Eric (I)"
164419;"Hughes, John (I)"
164510;"Hughes, Russell S."
164526;"Hughes, Ted (I)"
164527;"Hughes, Terri (II)"
164532;"Hughes, Tom (II)"
164546;"Hughley, D.L."
164566;"Hugo, Victor (I)"
164604;"Hui, Ann (I)"
164618;"Hui, Koan"
164706;"Hulett, Steve"
164728;"Hull, Edith Maude"
164832;"Hume, Cyril"
165025;"Hung, Tran Anh"
165084;"Hunt, Bonnie"
165252;"Hunter, Evan (I)"
165266;"Hunter, Ian McLellan"
165269;"Hunter, J.E."
165373;"Hunter, Tim (I)"
165432;"Huo, Xin"
165477;"Hurd, Earl"
165478;"Hurd, Gale Anne"
165503;"Hurlbut, William (I)"
165673;"Hurwitz, Harry (I)"
165765;"Hussein, Abdullah (I)"
165796;"Husson, Albert"
165823;"Huston, Jimmy (I)"
165824;"Huston, John (I)"
165928;"Hutchinson, Ron"
165960;"Huth, Angela"
166061;"Huxley, Aldous"
166080;"Huyck, Willard"
166135;"Hwang, David Henry"
166193;"Hyams, Peter"
166292;"Hyland, Frances (I)"
166507;"Hänsel, Marion"
166559;"Hébert, Julie"
166684;"Høeg, Peter"
166801;"Iacone, Jeremy"
166890;"Ibargüengoitia, Jorge"
166945;"Iborra, Juan Luis"
166951;"Ibragimbekov, Rustam"
167040;"Ichaso, Leon"
167111;"Ide, Masato"
167138;"Idle, Eric"
167168;"Idziak, Slawomir"
167234;"Iglesia, Álex de la"
167316;"Ignatieff, Michael"
167335;"Ignon, Alexander"
167578;"Ildahl, Eirik"
167591;"Ilf, Ilya"
167653;"Iliff, W. Peter"
167693;"Illica, Luigi"
167712;"Illsley, Mark"
167923;"Imperioli, Michael"
168040;"Incrocci, Agenore"
168137;"Ingalls, Don"
168143;"Ingalls, Rachel"
168149;"Inge, William"
168347;"Innes, Michael"
168840;"Irving, John (I)"
168852;"Irving, Washington"
168933;"Isaacs, David (I)"
168969;"Isacsson, Kris"
169082;"Isherwood, Christopher"
169116;"Ishiguro, Kazuo"
169371;"Israel, Bob (I)"
169377;"Israel, Ira"
169384;"Israel, Neal"
169484;"Itami, Jûzô"
169599;"Itô, Daisuke (I)"
169605;"Itô, Kazunori"
169852;"Ivory, James"
169855;"Ivory, William"
169944;"Iwerks, Ub"
170098;"Izzo, Simona"
170320;"Jackson, Charles R."
170524;"Jackson, Michael B. (I)"
170550;"Jackson, Peter (I)"
170594;"Jackson, Shirley (I)"
170730;"Jacobs, Alan (I)"
170732;"Jacobs, Alexander (I)"
170799;"Jacobs, Jim (II)"
170835;"Jacobs, Matthew (I)"
170840;"Jacobs, Michael (XX)"
170866;"Jacobs, Robert Nelson"
170947;"Jacobson, Egon"
171091;"Jacquot, Benoît"
171169;"Jaffa, Rick"
171185;"Jaffe, Michael Grant"
171257;"Jaglom, Henry"
171333;"Jahnson, Randall"
171459;"Jakoby, Don"
171489;"Jakubowska, Wanda"
171726;"James, Henry (I)"
171884;"James, Steve (II)"
172260;"Jankiewicz, Tom"
172471;"Janszen, Karen"
172510;"Jaoui, Agnès"
172658;"Jarmusch, Jim"
172707;"Jarre, Kevin"
172709;"Jarrell, John (II)"
173006;"Jay, Griffin"
173166;"Jean, Vadim"
173211;"Jeanson, Henri"
173224;"Jebali, Taoufik"
173266;"Jefferies, Richard (II)"
173318;"Jeffrey, Betty"
173465;"Jemma, Ottavio"
173597;"Jenkins, Tamara"
173649;"Jennewein, Jim"
173713;"Jennings, Talbot"
173739;"Jensen, Anders Thomas"
174012;"Jepson, Selwyn"
174220;"Jeunet, Jean-Pierre"
174274;"Jezer, Marty"
174395;"Jicai, Feng"
174484;"Jimenez, Neal"
174658;"Jinkins, Jim"
174670;"Jippes, Daan"
174881;"Joeng-il, Jang"
174942;"Johannessen, Chip"
175236;"Johnson, Barry (I)"
175239;"Johnson, Bayard"
175283;"Johnson, Broose"
175296;"Johnson, Buddy (I)"
175393;"Johnson, David C. (I)"
175405;"Johnson, Demetria"
175407;"Johnson, Denis (II)"
175419;"Johnson, Diane (I)"
175504;"Johnson, George Clayton"
175617;"Johnson, Jodi Ann"
175622;"Johnson, John (I)"
175625;"Johnson, John Eddie"
175653;"Johnson, Julian (I)"
175691;"Johnson, Kenneth (I)"
175752;"Johnson, LouAnne"
175763;"Johnson, Malcolm (I)"
175772;"Johnson, Mark Steven"
175852;"Johnson, Nunnally"
175856;"Johnson, Olivia N."
175872;"Johnson, Patrick Read"
176092;"Johnston, Aaron Kim"
176107;"Johnston, Becky (I)"
176124;"Johnston, Clint"
176173;"Johnston, Lorimer"
176245;"Johnstone, Iain (II)"
176336;"Jolivet, Pierre (I)"
176410;"Jonas, David"
176557;"Jones, Bridget (I)"
176720;"Jones, Ed (V)"
176726;"Jones, Eileen (I)"
176775;"Jones, Grover (I)"
176818;"Jones, James (I)"
176900;"Jones, Kaylie"
176930;"Jones, Kirk (III)"
176943;"Jones, Laura (III)"
177136;"Jones, Robert C. (I)"
177232;"Jones, Terry (I)"
177254;"Jones, Tommy Lee"
177394;"Joosen, Leon"
177486;"Jordan, John (V)"
177499;"Jordan, Kevin (I)"
177522;"Jordan, Neil (I)"
177795;"Joseph, Robert L."
177826;"Josephson, Matthew"
177925;"Jost, Jon"
178187;"Joyce, William (II)"
178334;"Judge, Mike (I)"
178357;"Judson, Stephen"
178390;"Juhl, Jerry"
178655;"Junger, Sebastian (I)"
178702;"Junkersdorf, Eberhard"
178908;"Justin, Ed"
179171;"Jönsson, Reidar"
179510;"Kadison, Ellis"
179606;"Kafka, Franz"
179735;"Kahn, Bernie"
179739;"Kahn, Cédric"
179790;"Kahn, Terry"
180209;"Kalesniko, Michael"
180265;"Kalin, Tom"
180408;"Kalmar, Bert"
180524;"Kalyon, Kaan"
180646;"Kamen, Robert Mark"
180706;"Kaminka, Didier"
180747;"Kaminsky, Stuart"
180840;"Kamp, Irene"
180841;"Kamp, Louis"
180865;"Kampmann, Steven"
180870;"Kamps, John"
180983;"Kandel, Linda (I)"
181022;"Kane, Bob (I)"
181077;"Kane, Michael (I)"
181267;"Kang, Sui Lai"
181313;"Kanin, Garson"
181402;"Kanter, Hal"
181432;"Kantor, MacKinlay"
181581;"Kaplan, Deborah (I)"
181584;"Kaplan, E. Jack"
181585;"Kaplan, Ed (I)"
181622;"Kaplan, Louise J."
181630;"Kaplan, Marty"
181693;"Kapner, Mitchell"
181727;"Kapoor, Ranjit"
182050;"Karaszewski, Larry"
182359;"Karmel, Pip"
182661;"Kasanoff, Lawrence"
182678;"Kasdan, Jake"
182680;"Kasdan, Lawrence"
182683;"Kasdan, Meg"
182741;"Kashiwabara, Hiroshi"
182863;"Kass, Sam Henry"
182919;"Kassovitz, Mathieu"
182920;"Kassovitz, Peter"
182957;"Kastner, Daphna"
182992;"Kaszubowski, Jerzy"
183095;"Katims, Jason"
183108;"Katkov, Norman"
183176;"Katsapetses, Nick"
183249;"Kattan, Chris"
183256;"Katterjohn, Monte M."
183275;"Katz, A L"
183278;"Katz, Alain"
183283;"Katz, Allan Aaron"
183307;"Katz, David Bar"
183319;"Katz, Gloria"
183325;"Katz, Jason (I)"
183338;"Katz, Jordan (I)"
183351;"Katz, Lee"
183403;"Katzenbach, John"
183514;"Kaufman, Charlie"
183529;"Kaufman, Edward (I)"
183535;"Kaufman, George S."
183545;"Kaufman, Ken (I)"
183550;"Kaufman, Lloyd"
183565;"Kaufman, Philip (I)"
183682;"Kaurismäki, Mika"
183703;"Kausler, Mark"
183741;"Kavanagh, H.T."
183953;"Kawata, Takeshi"
184055;"Kay, Stephen (III)"
184079;"Kayama, Shigeru (I)"
184110;"Kaye, John (I)"
184160;"Kayne, Marcus"
184170;"Kaysen, Susanna"
184215;"Kazan, Elia"
184223;"Kazan, Nicholas"
184239;"Kazantzakis, Nikos (I)"
184242;"Kazantzidis, Stavros"
184298;"Kazurinsky, Tim"
184317;"Keach, James"
184351;"Keane, Glen (I)"
184383;"Kearney, Patrick (I)"
184427;"Keating, David (I)"
184456;"Keaton, Buster"
184873;"Keitel, John"
184918;"Keith, Woody"
185012;"Kelland, Clarence Budington"
185036;"Kelleher, Tim (II)"
185205;"Kelley, David E. (I)"
185211;"Kelley, Hugh (I)"
185227;"Kelley, John Patrick"
185259;"Kelley, Walter"
185260;"Kelley, William (III)"
185304;"Kellogg, Ray (I)"
185307;"Kellogg, Virginia"
185328;"Kelly, Anthony Paul"
185338;"Kelly, Bill (II)"
185487;"Kelly, Mary (VII)"
185530;"Kelly, Patrick Smith"
185661;"Kelsey, Dick"
185820;"Kempner, Aviva"
185931;"Keneally, Thomas"
185999;"Kennedy, Adam (I)"
186025;"Kennedy, Byron"
186058;"Kennedy, Douglas (III)"
186059;"Kennedy, Duncan (I)"
186062;"Kennedy, E.M."
186101;"Kennedy, Jane (I)"
186164;"Kennedy, Mark (IV)"
186244;"Kennedy-Martin, Troy"
186274;"Kenney, Douglas"
186341;"Kenrick, Tony"
186401;"Kent, Mollie"
186578;"Kerchner, Rob"
186657;"Kermani, Houshang Moradi"
186697;"Kern, Ronni"
186729;"Kernochan, Sarah"
186855;"Kerrigan, Justin"
186942;"Kerven, Claude"
186973;"Kesden, Bradley"
186978;"Kesey, Ken"
187020;"Kessel, Joseph"
187027;"Kesselman, Wendy"
187029;"Kesselring, Joseph"
187056;"Kessler, Lyle"
187058;"Kessler, M.L."
187221;"Key, Alexander (I)"
187239;"Key, Ted"
187270;"Keyhoe, Donald E."
187589;"Khan-Din, Ayub"
187657;"Kharms, Daniil"
187760;"Khmara, Edward"
187863;"Khouri, Callie"
187966;"Kiarostami, Abbas"
187974;"Kibbee, Roland"
188176;"Kiernan, J. Edward"
188199;"Kieslowski, Krzysztof"
188261;"Kijak, Stephen"
188294;"Kikushima, Ryûzô"
189158;"Kimball, Frederic"
189170;"Kimball, Ward"
189223;"Kimmel, Bruce"
189470;"King, Chloe (I)"
189549;"King, I. Marlene"
189714;"King, Robert (III)"
189747;"King, Stephen (I)"
189780;"King, Zalman"
189787;"King-Smith, Dick"
189828;"Kingsley, Dorothy"
189926;"Kinney, Dick"
189947;"Kinnoch, Ronald"
189966;"Kinoshita, Keisuke"
189975;"Kinoy, Ernest"
189995;"Kinsella, W.P."
190038;"Kinugasa, Teinosuke"
190062;"Kipling, Rudyard"
190350;"Kirkman, Tim"
190363;"Kirkpatrick, Karey"
190442;"Kirschner, David (I)"
190475;"Kirstein, Lincoln"
190710;"Kitano, Takeshi"
190765;"Kitrosser, Martin"
191019;"Klane, Robert"
191031;"Klapisch, Cédric"
191060;"Klasky, Arlene"
191063;"Klass, David"
191115;"Klausner, Howard"
191128;"Klavan, Andrew"
191130;"Klavan, Ross"
191150;"Klebanoff, Mitchell"
191320;"Klein, Joe (I)"
191372;"Klein, Nicholas (I)"
191403;"Klein, Steve (VI)"
191440;"Kleiner, Harry"
191488;"Kleiser, Randal"
191513;"Klement, Otto"
191540;"Klenner, Hans-Ulrich"
191569;"Kletter, Richard"
191842;"Klosinski, Edward"
191878;"Kloves, Steve"
191888;"Klubien, Jorgen"
191908;"Kluge, P.F."
191913;"Kluger, Jeffrey"
192114;"Kneale, Nigel"
192115;"Knebel, Fletcher"
192160;"Knepperges, Rainer"
192233;"Knight, Eric (I)"
192415;"Knop, Patricia Louisianna"
192445;"Knott, Frederick"
192522;"Knox, Mickey"
192805;"Koch, C.J."
192829;"Koch, Howard"
192877;"Koch, Ulrike"
193067;"Koenig, Kip"
193096;"Koepp, David"
193098;"Koepp, Stephen"
193300;"Kohn, Abby"
193311;"Kohn, John (I)"
193471;"Kokkinos, Ana"
193555;"Kolb, Ken (I)"
194117;"Konner, Lawrence"
194341;"Koontz, Dean R."
