"actorid";"name";"sex"
1708365;"Wight, Paul (I)";"M"
1708366;"Wight, Peter";"M"
1708368;"Wight, Shawn (I)";"M"
1708378;"Wightman, Brian";"M"
1708388;"Wightman, Robert (I)";"M"
1708577;"Wijnant, Joost";"M"
1708639;"Wike, Tony";"M"
1708763;"Wiland, Steve";"M"
1708773;"Wilbanks, Don";"M"
1708820;"Wilborn, Carlton";"M"
1708855;"Wilbur, David";"M"
1708861;"Wilbur, George P.";"M"
1708922;"Wilby, James";"M"
1708933;"Wilcher, Daryl";"M"
1708958;"Wilcock, Robin";"M"
1708970;"Wilcots, Joey";"M"
1709002;"Wilcox, Charles (I)";"M"
1709007;"Wilcox, Clay";"M"
1709035;"Wilcox, Frank";"M"
1709038;"Wilcox, Harlow";"M"
1709041;"Wilcox, Howard S.";"M"
1709077;"Wilcox, Larry (I)";"M"
1709099;"Wilcox, Ralph (I)";"M"
1709116;"Wilcox, S.D.";"M"
1709122;"Wilcox, Steve (I)";"M"
1709149;"Wilcoxon, Henry";"M"
1709150;"Wilcoxon, Paul";"M"
1709203;"Wild, Barrie";"M"
1709219;"Wild, Christopher";"M"
1709238;"Wild, Edward";"M"
1709252;"Wild, Gavin";"M"
1709258;"Wild, Jack (I)";"M"
1709290;"Wild, Patrick";"M"
1709316;"Wild, Vincent";"M"
1709329;"Wildbaum, Paul";"M"
1709341;"Wilde, Aaron (I)";"M"
1709348;"Wilde, Alfred";"M"
1709350;"Wilde, Andrew (I)";"M"
1709359;"Wilde, Bob";"M"
1709373;"Wilde, Charley";"M"
1709379;"Wilde, Cornel";"M"
1709453;"Wilde, Nicholas";"M"
1709464;"Wilde, Rick (I)";"M"
1709471;"Wilde, Rogan";"M"
1709480;"Wilde, Steven";"M"
1709508;"Wildecock II, Miles H.";"M"
1709516;"Wildeman, Pheto";"M"
1709534;"Wilder, Alan (I)";"M"
1709535;"Wilder, Alan (II)";"M"
1709542;"Wilder, Baakari";"M"
1709554;"Wilder, Christopher (I)";"M"
1709571;"Wilder, Douglas";"M"
1709578;"Wilder, Gene";"M"
1709580;"Wilder, Glenn R. (I)";"M"
1709597;"Wilder, John David";"M"
1709613;"Wilder, Marc (I)";"M"
1709619;"Wilder, Matthew (I)";"M"
1709629;"Wilder, Nick (I)";"M"
1709647;"Wilder, Scott (I)";"M"
1709654;"Wilder, Shane (I)";"M"
1709692;"Wilderson, Wayne";"M"
1709704;"Wildgen, Lee";"M"
1709713;"Wildgruber, Ulrich";"M"
1709726;"Wildhirth, Lothar";"M"
1709734;"Wilding, Chris (I)";"M"
1709744;"Wilding, Michael";"M"
1709797;"Wilds, Rob (I)";"M"
1709864;"Wilepski, Joe";"M"
1709865;"Wilequet, Alex";"M"
1709888;"Wiles, Jason";"M"
1709899;"Wiles, Michael Shamus";"M"
1709902;"Wiles, R. Stephen";"M"
1709903;"Wiles, Rick";"M"
1709913;"Wiles, Tommy";"M"
1709931;"Wiley, Bill (I)";"M"
1709953;"Wiley, David (I)";"M"
1709957;"Wiley, Douglas";"M"
1709959;"Wiley, Ed (I)";"M"
1709962;"Wiley, Edward";"M"
1709986;"Wiley, John (I)";"M"
1710000;"Wiley, Meason";"M"
1710033;"Wiley, Tanner";"M"
1710116;"Wilhelm (II)";"M"
1710122;"Wilhelm, Bradley";"M"
1710124;"Wilhelm, Butch";"M"
1710142;"Wilhelm, George (I)";"M"
1710154;"Wilhelm, Jim (I)";"M"
1710260;"Wilhite, Jason";"M"
1710280;"Wilhoite, Benji";"M"
1710289;"Wiliams, Robert H.";"M"
1710300;"Wilimarth, Frank";"M"
1710318;"Wilk, David";"M"
1710396;"Wilke, Robert J.";"M"
1710430;"Wilkens, Bill";"M"
1710439;"Wilkens, Joseph";"M"
1710461;"Wilker, José";"M"
1710486;"Wilkerson, Buddy";"M"
1710499;"Wilkerson, Guy";"M"
1710519;"Wilkerson, Kyle (I)";"M"
1710545;"Wilkerson, Tyler";"M"
1710608;"Wilkes, Peter (II)";"M"
1710613;"Wilkes, Rich";"M"
1710631;"Wilkey, Jim";"M"
1710660;"Wilkie, Justin";"M"
1710671;"Wilkie, Rich (I)";"M"
1710684;"Wilkin, Jeremy";"M"
1710743;"Wilkins, Drew";"M"
1710747;"Wilkins, Eric (I)";"M"
1710749;"Wilkins, Ernie";"M"
1710791;"Wilkins, Joseph (I)";"M"
1710808;"Wilkins, Mac";"M"
1710832;"Wilkins, Reg";"M"
1710843;"Wilkins, Roy (I)";"M"
1710859;"Wilkins, T.J.";"M"
1710861;"Wilkins, Ted";"M"
1710878;"Wilkins, Wayne";"M"
1710883;"Wilkins, William Byrd";"M"
1710884;"Wilkins, William E.";"M"
1710895;"Wilkinson, Albert";"M"
1710904;"Wilkinson, Ashley H.";"M"
1710929;"Wilkinson, Chris (II)";"M"
1710962;"Wilkinson, Desmond";"M"
1710968;"Wilkinson, Edmund";"M"
1710979;"Wilkinson, Gary (I)";"M"
1710993;"Wilkinson, Graham (IV)";"M"
1711028;"Wilkinson, John (I)";"M"
1711065;"Wilkinson, Marc (I)";"M"
1711073;"Wilkinson, Mathew";"M"
1711140;"Wilkinson, Sam (I)";"M"
1711141;"Wilkinson, Sam (II)";"M"
1711170;"Wilkinson, Tom (I)";"M"
1711178;"Wilkinson, Wallace";"M"
1711197;"Wilkof, Lee";"M"
1711205;"Wilkos, Steve";"M"
1711206;"Wilkosz, George";"M"
1711348;"Willaidom, Gerald";"M"
1711382;"Willard, Fred";"M"
1711385;"Willard, J. Greg";"M"
1711396;"Willard, Jess (II)";"M"
1711426;"Willard, Shane";"M"
1711445;"Willat, Wendell";"M"
1711458;"Willbrandt, Nils";"M"
1711464;"Willcock, Sam";"M"
1711492;"Wille, Brandt";"M"
1711551;"Willeman, George R.";"M"
1711561;"Willems, Brian (I)";"M"
1711638;"Willens, Bill";"M"
1711645;"Willenz, Max";"M"
1711659;"Willerford, Bari K.";"M"
1711678;"Willerton, Norman";"M"
1711705;"Willett, Blake";"M"
1711707;"Willett, Chad";"M"
1711713;"Willett, Jim (I)";"M"
1711718;"Willett, John (I)";"M"
1711736;"Willett, Tom (I)";"M"
1711739;"Willett, Tony";"M"
1711759;"Willey";"M"
1711781;"Willey, Leonard";"M"
1711783;"Willey, Michael K.";"M"
1711788;"Willey, Robert C.";"M"
1711803;"Willford, John";"M"
1711809;"Willhelm, Eric (I)";"M"
1711865;"William, Canice";"M"
1711890;"William, Harmon";"M"
1711941;"William, Warren";"M"
1711946;"Williamette, John";"M"
1711970;"Williams III, Clarence (I)";"M"
1711978;"Williams III, Glenn";"M"
1712001;"Williams Jr., Clarence";"M"
1712016;"Williams Jr., Harry";"M"
1712027;"Williams Jr., Larry O.";"M"
1712028;"Williams Jr., Lawrence (II)";"M"
1712058;"Williams, Aaron (I)";"M"
1712076;"Williams, Adam (I)";"M"
1712106;"Williams, Afram Bill";"M"
1712129;"Williams, Alan (II)";"M"
1712183;"Williams, Algernon";"M"
1712197;"Williams, Allen (I)";"M"
1712233;"Williams, Andrew (IV)";"M"
1712304;"Williams, Armstrong";"M"
1712306;"Williams, Arnold";"M"
1712310;"Williams, Arthur (I)";"M"
1712360;"Williams, Barry (I)";"M"
1712422;"Williams, Bert (I)";"M"
1712423;"Williams, Bert (II)";"M"
1712432;"Williams, Bill (I)";"M"
1712453;"Williams, Billy 'Sly'";"M"
1712466;"Williams, Billy (XVII)";"M"
1712468;"Williams, Billy Dee";"M"
1712475;"Williams, Blair";"M"
1712508;"Williams, Bobby (I)";"M"
1712544;"Williams, Branden";"M"
1712585;"Williams, Brent J.";"M"
1712632;"Williams, Brian J.";"M"
1712639;"Williams, Brook (I)";"M"
1712645;"Williams, Bruce (I)";"M"
1712671;"Williams, Bryon";"M"
1712679;"Williams, Butch (I)";"M"
1712713;"Williams, Cameron (I)";"M"
1712734;"Williams, Carl L.";"M"
1712737;"Williams, Carlton (I)";"M"
1712744;"Williams, Cartier";"M"
1712755;"Williams, Cecil";"M"
1712773;"Williams, Chalky";"M"
1712774;"Williams, Chalon";"M"
1712778;"Williams, Charles (I)";"M"
1712818;"Williams, Chino 'Fats'";"M"
1712841;"Williams, Chris (XII)";"M"
1712891;"Williams, Clark D.";"M"
1712902;"Williams, Cliff (I)";"M"
1712928;"Williams, Colin (V)";"M"
1712944;"Williams, Corey Dee";"M"
1712983;"Williams, Cress";"M"
1712989;"Williams, Curt (I)";"M"
1712991;"Williams, Curtis (I)";"M"
1713001;"Williams, D. Chance";"M"
1713031;"Williams, Damon (I)";"M"
1713043;"Williams, Dana (I)";"M"
1713084;"Williams, Darnell (I)";"M"
1713140;"Williams, Dave Sebastian";"M"
1713160;"Williams, David (IV)";"M"
1713173;"Williams, David (VII)";"M"
1713186;"Williams, David (XVI)";"M"
1713194;"Williams, David Brian";"M"
1713195;"Williams, David C.";"M"
1713212;"Williams, Dean (I)";"M"
1713228;"Williams, Delaney";"M"
1713248;"Williams, Denver";"M"
1713252;"Williams, Derek (III)";"M"
1713267;"Williams, Derrick (II)";"M"
1713296;"Williams, Dick (VI)";"M"
1713303;"Williams, Dick Anthony";"M"
1713304;"Williams, Dijon S.";"M"
1713315;"Williams, Doil";"M"
1713341;"Williams, Don Clark";"M"
1713343;"Williams, Don S.";"M"
1713345;"Williams, Donald (III)";"M"
1713362;"Williams, Doug (I)";"M"
1713397;"Williams, Dwayne";"M"
1713407;"Williams, Dyfed";"M"
1713416;"Williams, Earl (I)";"M"
1713426;"Williams, Ed (II)";"M"
1713440;"Williams, Edgardo";"M"
1713449;"Williams, Edward (XII)";"M"
1713457;"Williams, El Chico";"M"
1713473;"Williams, Ellis";"M"
1713483;"Williams, Emlyn (I)";"M"
1713514;"Williams, Eric Bransby";"M"
1713540;"Williams, Eugene (I)";"M"
1713583;"Williams, Frank (VII)";"M"
1713599;"Williams, Fred (I)";"M"
1713601;"Williams, Fred (VI)";"M"
1713622;"Williams, Freeman (II)";"M"
1713626;"Williams, Gabriel (I)";"M"
1713632;"Williams, Gareth (I)";"M"
1713687;"Williams, Gary Anthony";"M"
1713695;"Williams, Gene (II)";"M"
1713717;"Williams, George (IV)";"M"
1713738;"Williams, George B.";"M"
1713750;"Williams, Gerard G.";"M"
1713752;"Williams, Germain";"M"
1713759;"Williams, Glenn (I)";"M"
1713768;"Williams, Glynn (I)";"M"
1713781;"Williams, Grant (I)";"M"
1713811;"Williams, Gregory Alan";"M"
1713813;"Williams, Gregory L.";"M"
1713817;"Williams, Guinn 'Big Boy'";"M"
1713820;"Williams, Gus (I)";"M"
1713822;"Williams, Guy (I)";"M"
1713842;"Williams, Hal (I)";"M"
1713848;"Williams, Harcourt";"M"
1713850;"Williams, Harland";"M"
1713860;"Williams, Harry (V)";"M"
1713872;"Williams, Harvey";"M"
1713878;"Williams, Heathcote";"M"
1713890;"Williams, Herb (I)";"M"
1713914;"Williams, Howard 'Muggy'";"M"
1713915;"Williams, Howard (I)";"M"
1713916;"Williams, Howard (II)";"M"
1713921;"Williams, Howard Allison";"M"
1713929;"Williams, Hunter G.";"M"
1713942;"Williams, Ian (XIV)";"M"
1713952;"Williams, Ian Patrick";"M"
1713976;"Williams, Israel";"M"
1713982;"Williams, Ivory (I)";"M"
1713998;"Williams, J.D. (I)";"M"
1714010;"Williams, Jack (I)";"M"
1714017;"Williams, Jack (XIII)";"M"
1714060;"Williams, James 'Speedy'";"M"
1714061;"Williams, James (I)";"M"
1714086;"Williams, James (XII)";"M"
1714097;"Williams, James (XXVI)";"M"
1714115;"Williams, Jamie (I)";"M"
1714124;"Williams, Jan (I)";"M"
1714180;"Williams, Jason D. (I)";"M"
1714217;"Williams, Jeff (I)";"M"
1714242;"Williams, Jeffrey (I)";"M"
1714270;"Williams, Jermaine (I)";"M"
1714298;"Williams, Jesse (I)";"M"
1714320;"Williams, Jim Cody";"M"
1714321;"Williams, Jim Morgan";"M"
1714326;"Williams, Jimmy (I)";"M"
1714379;"Williams, John 'Hot Rod'";"M"
1714393;"Williams, John (II)";"M"
1714414;"Williams, John (LXXX)";"M"
1714430;"Williams, John (XV)";"M"
1714443;"Williams, John B. (I)";"M"
1714444;"Williams, John B. (II)";"M"
1714451;"Williams, John Douglas";"M"
1714475;"Williams, Johnny (I)";"M"
1714502;"Williams, Jonathan (V)";"M"
1714530;"Williams, Jordan (I)";"M"
1714554;"Williams, Joseph (XXI)";"M"
1714595;"Williams, Junior (I)";"M"
1714599;"Williams, Justin (I)";"M"
1714600;"Williams, Justin (II)";"M"
1714649;"Williams, Keith (II)";"M"
1714664;"Williams, Keith Leon";"M"
1714681;"Williams, Ken (IV)";"M"
1714724;"Williams, Kenyon";"M"
1714776;"Williams, Kevin T.";"M"
1714803;"Williams, Kurt (IV)";"M"
1714821;"Williams, L.B.";"M"
1714842;"Williams, Larry (III)";"M"
1714846;"Williams, Larry (XII)";"M"
1714855;"Williams, Lashunda";"M"
1714867;"Williams, Lawrence (IV)";"M"
1714877;"Williams, Lee (II)";"M"
1714899;"Williams, Leo (II)";"M"
1714932;"Williams, Lionel (I)";"M"
1714942;"Williams, Lloyd (VI)";"M"
1714947;"Williams, Lloyd T.";"M"
1714957;"Williams, Louis (I)";"M"
1714976;"Williams, Lynn 'Red'";"M"
1714983;"Williams, Mack (I)";"M"
1715023;"Williams, Mark (I)";"M"
1715043;"Williams, Mark (VI)";"M"
1715054;"Williams, Mark (XVIII)";"M"
1715112;"Williams, Maston";"M"
1715117;"Williams, Matt (I)";"M"
1715177;"Williams, Meridith";"M"
1715180;"Williams, Mervin";"M"
1715191;"Williams, Michael (I)";"M"
1715227;"Williams, Michael Anthony";"M"
1715229;"Williams, Michael C.";"M"
1715236;"Williams, Michael Kenneth";"M"
1715242;"Williams, Michael W.";"M"
1715247;"Williams, Mike (II)";"M"
1715316;"Williams, Moses";"M"
1715321;"Williams, Mykal Wayne";"M"
1715336;"Williams, Nathan (I)";"M"
1715390;"Williams, Nigel Shawn";"M"
1715399;"Williams, Noel (IV)";"M"
1715423;"Williams, Omar (I)";"M"
1715430;"Williams, Oren (II)";"M"
1715446;"Williams, Owen (X)";"M"
1715480;"Williams, Patrick (II)";"M"
1715497;"Williams, Paul (I)";"M"
1715498;"Williams, Paul (III)";"M"
1715548;"Williams, Percy (I)";"M"
1715561;"Williams, Peter (II)";"M"
1715594;"Williams, Phil (II)";"M"
1715601;"Williams, Philip (I)";"M"
1715636;"Williams, R. Scott";"M"
1715638;"Williams, R.J.";"M"
1715668;"Williams, Ray (II)";"M"
1715697;"Williams, Reese (II)";"M"
1715727;"Williams, Rhys (I)";"M"
1715728;"Williams, Rhys (II)";"M"
1715743;"Williams, Richard (I)";"M"
1715820;"Williams, Robert (I)";"M"
1715836;"Williams, Robert (VI)";"M"
1715865;"Williams, Robin (I)";"M"
1715881;"Williams, Roderic";"M"
1715912;"Williams, Roldan Nill";"M"
1715913;"Williams, Rolf";"M"
1715924;"Williams, Ron A.";"M"
1715927;"Williams, Ronald (IV)";"M"
1715936;"Williams, Ronnie (I)";"M"
1715945;"Williams, Roosevelt";"M"
1715964;"Williams, Roy (III)";"M"
1715980;"Williams, Rugg";"M"
1715983;"Williams, Rush";"M"
1715999;"Williams, Ryan (I)";"M"
1716046;"Williams, Sam (I)";"M"
1716061;"Williams, Samm-Art";"M"
1716069;"Williams, Samuel Ross";"M"
1716080;"Williams, Saul";"M"
1716081;"Williams, Scot";"M"
1716083;"Williams, Scott (VII)";"M"
1716106;"Williams, Sean (I)";"M"
1716135;"Williams, Shannon (I)";"M"
1716171;"Williams, Sidney (I)";"M"
1716174;"Williams, Simon (I)";"M"
1716216;"Williams, Stephen (V)";"M"
1716234;"Williams, Steve 'Spaz'";"M"
1716250;"Williams, Steve (XXII)";"M"
1716263;"Williams, Steven (I)";"M"
1716270;"Williams, Steven D.";"M"
1716271;"Williams, Steven E.";"M"
1716284;"Williams, Sulo";"M"
1716313;"Williams, Taylor (I)";"M"
1716346;"Williams, Terrence (I)";"M"
1716394;"Williams, Tiger";"M"
1716400;"Williams, Tim (XI)";"M"
1716425;"Williams, Tink";"M"
1716426;"Williams, Tino";"M"
1716439;"Williams, Tod (I)";"M"
1716490;"Williams, Tony (IV)";"M"
1716492;"Williams, Tony (VII)";"M"
1716520;"Williams, Travis (I)";"M"
1716532;"Williams, Treat";"M"
1716560;"Williams, Tudor (I)";"M"
1716564;"Williams, Ty (I)";"M"
1716593;"Williams, Ulysses";"M"
1716601;"Williams, Vernon T.";"M"
1716603;"Williams, Victor (I)";"M"
1716608;"Williams, Vince (I)";"M"
1716609;"Williams, Vince (II)";"M"
1716631;"Williams, Wade (II)";"M"
1716634;"Williams, Waldon";"M"
1716637;"Williams, Walt (I)";"M"
1716638;"Williams, Walter (I)";"M"
1716654;"Williams, Warren 'Slim'";"M"
1716672;"Williams, Webster";"M"
1716682;"Williams, Wilfred";"M"
1716683;"Williams, Wilfred E. (I)";"M"
1716693;"Williams, William (III)";"M"
1716705;"Williams, William F.";"M"
1716708;"Williams, William L.";"M"
1716713;"Williams, Willie (I)";"M"
1716746;"Williams, Zachary (I)";"M"
1716751;"Williams, Zack (I)";"M"
1716767;"Williams-Ellis, Hywel";"M"
1716769;"Williams-Hurner, Jeremy";"M"
1716887;"Williamson, David (IV)";"M"
1716916;"Williamson, Ermal";"M"
1716919;"Williamson, Felix";"M"
1716922;"Williamson, Fred";"M"
1716971;"Williamson, Jeffrey";"M"
1717001;"Williamson, Kevin (I)";"M"
1717018;"Williamson, Leonard";"M"
1717029;"Williamson, Marco";"M"
1717066;"Williamson, Mykelti";"M"
1717072;"Williamson, Nicol";"M"
1717081;"Williamson, Paul (I)";"M"
1717092;"Williamson, Phillip (I)";"M"
1717124;"Williamson, Rodger";"M"
1717137;"Williamson, Sam (II)";"M"
1717142;"Williamson, Scott (I)";"M"
1717153;"Williamson, Simon (I)";"M"
1717158;"Williamson, Stace";"M"
1717192;"Williamson, Walter (I)";"M"
1717222;"Willie (V)";"M"
1717231;"Willie, Boxcar";"M"
1717245;"Willie, Roger";"M"
1717267;"Willig, Brian";"M"
1717281;"Willigham, Kevin";"M"
1717284;"Willimon, Shane";"M"
1717296;"Willinger, Jason";"M"
1717315;"Willingham, John A.";"M"
1717322;"Willingham, Noble";"M"
1717323;"Willingham, Philip";"M"
1717347;"Willington, Curt";"M"
1717363;"Willis Sr., David";"M"
1717378;"Willis, Austin";"M"
1717400;"Willis, Brett";"M"
1717401;"Willis, Brian (II)";"M"
1717403;"Willis, Bruce";"M"
1717454;"Willis, Dal";"M"
1717478;"Willis, David E.";"M"
1717487;"Willis, Donald";"M"
1717550;"Willis, Jack (I)";"M"
1717573;"Willis, Jeremy (II)";"M"
1717576;"Willis, Jerome";"M"
1717580;"Willis, Jimmy";"M"
1717591;"Willis, Johnny 'Sugarbear'";"M"
1717622;"Willis, Leo";"M"
1717627;"Willis, Lloyd";"M"
1717643;"Willis, Matt (II)";"M"
1717654;"Willis, Michael (I)";"M"
1717667;"Willis, Mirron E.";"M"
1717676;"Willis, Norman (I)";"M"
1717702;"Willis, Phillip L.";"M"
1717714;"Willis, Rich";"M"
1717723;"Willis, Robert (I)";"M"
1717727;"Willis, Robert Earl";"M"
1717736;"Willis, Ronnie";"M"
1717761;"Willis, Simon (I)";"M"
1717795;"Willis, Troy";"M"
1717814;"Willis, Woody (I)";"M"
1717839;"Willits, Adam";"M"
1717840;"Willits, Daniel";"M"
1717853;"Willkie, Wendell";"M"
1717864;"Willman, Chris";"M"
1717873;"Willman, Noel";"M"
1717903;"Willmott, Dan";"M"
1717943;"Willock, Dave";"M"
1717961;"Willoughby, Bart";"M"
1717969;"Willoughby, Curt";"M"
1717970;"Willoughby, Dan";"M"
1718008;"Willoughby, Robb";"M"
1718012;"Willoughby, Ronald";"M"
1718014;"Willoughby, Rusty";"M"
1718032;"Willow, N.J.";"M"
1718048;"Willrich, Rudolph";"M"
1718055;"Wills, Adam (I)";"M"
1718063;"Wills, Benny";"M"
1718072;"Wills, Chill";"M"
1718078;"Wills, Cory";"M"
1718086;"Wills, David 'Weatherman'";"M"
1718120;"Wills, Henry (I)";"M"
1718122;"Wills, Hugh";"M"
1718124;"Wills, James 'Kimo'";"M"
1718132;"Wills, Jerry";"M"
1718166;"Wills, Maury";"M"
1718178;"Wills, Ray";"M"
1718188;"Wills, Scott (I)";"M"
1718197;"Wills, Terry";"M"
1718201;"Wills, Wayne";"M"
1718229;"Willson, Davidlee";"M"
1718244;"Willson, Paul (I)";"M"
1718247;"Willson, Richard";"M"
1718298;"Willyung, John";"M"
1718303;"Wilman, Alex";"M"
1718320;"Wilmer, Douglas";"M"
1718376;"Wilmot, Curt";"M"
1718378;"Wilmot, David (I)";"M"
1718396;"Wilmot, John D.";"M"
1718401;"Wilmot, Mike (I)";"M"
1718408;"Wilmot, Ronan";"M"
1718423;"Wilmott, Billy";"M"
1718437;"Wilms, André";"M"
1718444;"Wilms, Elmar";"M"
1718452;"Wilmsen, Herbert Hans";"M"
1718498;"Wilroy, Channing";"M"
1718499;"Wilroy, Charles";"M"
1718507;"Wilsey, Jay";"M"
1718570;"Wilson Jr., Paul E.";"M"
1718609;"Wilson, Adam Laten";"M"
1718633;"Wilson, Alec";"M"
1718670;"Wilson, Andrew (III)";"M"
1718675;"Wilson, Andrew (VIII)";"M"
1718694;"Wilson, Andy (I)";"M"
1718695;"Wilson, Andy (II)";"M"
1718798;"Wilson, Bernard";"M"
1718806;"Wilson, Bill (IV)";"M"
1718831;"Wilson, Bob (III)";"M"
1718858;"Wilson, Brad (II)";"M"
1718877;"Wilson, Breck";"M"
1718884;"Wilson, Brian (I)";"M"
1718907;"Wilson, Brian Anthony";"M"
1718914;"Wilson, Bruce (IV)";"M"
1718930;"Wilson, Bryce (I)";"M"
1718951;"Wilson, Cal (I)";"M"
1718952;"Wilson, Caleb (II)";"M"
1718959;"Wilson, Calvin J.";"M"
1718965;"Wilson, Carey (II)";"M"
1719009;"Wilson, Charles C.";"M"
1719059;"Wilson, Chris (XXVI)";"M"
1719087;"Wilson, Clarence (I)";"M"
1719127;"Wilson, Corey (I)";"M"
1719147;"Wilson, Dale (I)";"M"
1719173;"Wilson, Daniel (I)";"M"
1719188;"Wilson, Daniel Ben";"M"
1719205;"Wilson, Darby C.";"M"
1719223;"Wilson, Dave (I)";"M"
1719224;"Wilson, Dave (II)";"M"
1719244;"Wilson, David (V)";"M"
1719273;"Wilson, David Lloyd";"M"
1719297;"Wilson, Dennis (VI)";"M"
1719321;"Wilson, Dick (IV)";"M"
1719326;"Wilson, Dolan";"M"
1719328;"Wilson, Don 'The Dragon'";"M"
1719329;"Wilson, Don (I)";"M"
1719352;"Wilson, Donald R. (II)";"M"
1719357;"Wilson, Dooley";"M"
1719385;"Wilson, Drew (I)";"M"
1719407;"Wilson, Earl (I)";"M"
1719412;"Wilson, Ed (I)";"M"
1719440;"Wilson, Eric (II)";"M"
1719468;"Wilson, Ernest (IV)";"M"
1719493;"Wilson, Frank (II)";"M"
1719495;"Wilson, Frank (IX)";"M"
1719523;"Wilson, Gabrael";"M"
1719556;"Wilson, George (II)";"M"
1719559;"Wilson, George (V)";"M"
1719579;"Wilson, Georges";"M"
1719620;"Wilson, Greg (I)";"M"
1719654;"Wilson, Hamish (II)";"M"
1719660;"Wilson, Harry (I)";"M"
1719676;"Wilson, Hugh (I)";"M"
1719683;"Wilson, Ian (I)";"M"
1719712;"Wilson, J.R. (I)";"M"
1719714;"Wilson, Jack (II)";"M"
1719715;"Wilson, Jack (III)";"M"
1719768;"Wilson, James R. (I)";"M"
1719863;"Wilson, Jim (I)";"M"
1719864;"Wilson, Jim (III)";"M"
1719915;"Wilson, John (V)";"M"
1719925;"Wilson, John (XXII)";"M"
1719974;"Wilson, Jonathan (I)";"M"
1719996;"Wilson, Joseph A.";"M"
1720036;"Wilson, Justin L.";"M"
1720038;"Wilson, K.C.";"M"
1720062;"Wilson, Keith (III)";"M"
1720093;"Wilson, Kenneth (I)";"M"
1720111;"Wilson, Kevin (XIII)";"M"
1720127;"Wilson, Kim (II)";"M"
1720145;"Wilson, Lambert";"M"
1720173;"Wilson, Lawrence";"M"
1720188;"Wilson, Lenny";"M"
1720197;"Wilson, Lester";"M"
1720224;"Wilson, Luke (I)";"M"
1720241;"Wilson, Mak";"M"
1720245;"Wilson, Malcolm (V)";"M"
1720252;"Wilson, Marc (VIII)";"M"
1720269;"Wilson, Mark (I)";"M"
1720270;"Wilson, Mark (IV)";"M"
1720306;"Wilson, Mark Bryan";"M"
1720404;"Wilson, Michael (XIV)";"M"
1720424;"Wilson, Michael G. (I)";"M"
1720455;"Wilson, Mike (X)";"M"
1720488;"Wilson, Mychal";"M"
1720501;"Wilson, Ned (I)";"M"
1720502;"Wilson, Neil (I)";"M"
1720537;"Wilson, Norm (I)";"M"
1720541;"Wilson, Norman D.";"M"
1720565;"Wilson, Otis (I)";"M"
1720567;"Wilson, Owen (I)";"M"
1720580;"Wilson, Patrick (VI)";"M"
1720584;"Wilson, Paul (II)";"M"
1720606;"Wilson, Paul D.";"M"
1720644;"Wilson, Phil (XI)";"M"
1720658;"Wilson, Pinocchio Roy";"M"
1720670;"Wilson, Rab (II)";"M"
1720675;"Wilson, Rainn";"M"
1720677;"Wilson, Raliegh";"M"
1720717;"Wilson, Reno (I)";"M"
1720726;"Wilson, Richard (I)";"M"
1720727;"Wilson, Richard (II)";"M"
1720728;"Wilson, Richard (III)";"M"
1720733;"Wilson, Richard (XIII)";"M"
1720771;"Wilson, Rob (I)";"M"
1720819;"Wilson, Rod (I)";"M"
1720825;"Wilson, Roger (I)";"M"
1720832;"Wilson, Ron (IV)";"M"
1720841;"Wilson, Ronald (I)";"M"
1720869;"Wilson, Russ (I)";"M"
1720891;"Wilson, S. Bruce";"M"
1720897;"Wilson, Sam (I)";"M"
1720915;"Wilson, Scott (I)";"M"
1720916;"Wilson, Scott (II)";"M"
1720937;"Wilson, Sean (V)";"M"
1720954;"Wilson, Shaun (I)";"M"
1720958;"Wilson, Shawn (IV)";"M"
1720961;"Wilson, Shayne A.";"M"
1720984;"Wilson, Stan (I)";"M"
1721000;"Wilson, Steve (IX)";"M"
1721044;"Wilson, Stuart (I)";"M"
1721045;"Wilson, Stuart (II)";"M"
1721078;"Wilson, Teddy (I)";"M"
1721080;"Wilson, Teddy (III)";"M"
1721086;"Wilson, Terry (I)";"M"
1721087;"Wilson, Terry (II)";"M"
1721093;"Wilson, Terry H.";"M"
1721100;"Wilson, Thick";"M"
1721109;"Wilson, Thomas F.";"M"
1721145;"Wilson, Tom (I)";"M"
1721191;"Wilson, Tovaris";"M"
1721192;"Wilson, Tracy (III)";"M"
1721201;"Wilson, Trevor (III)";"M"
1721207;"Wilson, Trey (I)";"M"
1721223;"Wilson, Vic";"M"
1721225;"Wilson, Victor (I)";"M"
1721244;"Wilson, Walter (I)";"M"
1721248;"Wilson, Warren (II)";"M"
1721254;"Wilson, Wayne (I)";"M"
1721272;"Wilson, Whip";"M"
1721346;"Wilson-White, Lance";"M"
1721387;"Wilton, Eric";"M"
1721388;"Wilton, Garth";"M"
1721412;"Wilton, Simon";"M"
1721478;"Wilyman, Bob";"M"
1721503;"Wimberger, Kurt P.";"M"
1721526;"Wimberly, Wayne";"M"
1721545;"Wimbush, Martin";"M"
1721574;"Wimmer, Brian";"M"
1721613;"Wimmer, Vladislav";"M"
1721623;"Wimperis, Arthur";"M"
1721642;"Win, Peter";"M"
1721647;"Win, U Kyaw";"M"
1721670;"Winans, Robin";"M"
1721677;"Winant, Bruce";"M"
1721733;"Winbush, Troy (I)";"M"
1721736;"Wince, David";"M"
1721748;"Winch, Barry";"M"
1721779;"Winchell, Paul";"M"
1721783;"Winchell, Walter";"M"
1721788;"Winchester, Barron";"M"
