"movieid";"time";"addition";"time1"
2095261;"Spain:115";"";115
2095261;"UK:114";"";114
2095261;"USA:114";"";114
2095261;"West Germany:105";"";105
2095288;"125";"(international version)";125
2095288;"165";"";165
2095320;"96";"";96
2096283;"87";"";87
2096794;"104";"";104
2096850;"Australia:86";"";86
2096850;"Germany:85";"";85
2097603;"100";"";100
2097603;"USA:82";"";82
2097722;"103";"";103
2097722;"Netherlands:85";"";85
2098630;"72";"";72
2099040;"Argentina:92";"";92
2099040;"Belgium:90";"";90
2099040;"Sweden:94";"";94
2099471;"162";"";162
2099471;"France:159";"";159
2099471;"Germany:139";"(video version)";139
2099471;"Germany:174";"";174
2099471;"USA:144";"";144
2100174;"France:92";"";92
2100174;"Germany:93";"";93
2100174;"Spain:96";"";96
2100174;"Sweden:95";"";95
2100174;"UK:92";"";92
2100174;"USA:92";"";92
2100901;"110";"";110
2100901;"Germany:95";"";95
2100911;"88";"";88
2102238;"80";"";80
2102238;"Germany:87";"";87
2102302;"113";"";113
2102312;"85";"";85
2102344;"Germany:90";"";90
2102344;"USA:95";"";95
2102540;"116";"";116
2102540;"Italy:122";"(first release)";122
2103144;"101";"";101
2103526;"93";"";93
2103526;"Spain:80";"(DVD edition)";80
2103526;"West Germany:88";"";88
2103866;"76";"";76
2103908;"91";"";91
2103955;"101";"";101
2103975;"121";"";121
2104410;"82";"";82
2104759;"116";"";116
2105754;"93";"";93
2106723;"USA:91";"";91
2106899;"94";"";94
2106940;"130";"";130
2107118;"103";"";103
2107343;"101";"";101
2107404;"UK:10";"";10
2107497;"84";"";84
2107634;"108";"";108
2107847;"128";"";128
2107847;"Germany:92";"(cut version)";92
2107847;"Taiwan:131";"";131
2107892;"107";"";107
2108364;"91";"";91
2108654;"88";"";88
2109065;"101";"";101
2109077;"92";"";92
2109093;"216";"";216
2109093;"UK:187";"(1970 re-release)";187
2109093;"UK:210";"(original version)";210
2109093;"UK:222";"(premiere version)";222
2109093;"UK:228";"(director's cut)";228
2109093;"USA:227";"(restored roadshow version)";227
2110112;"France:79";"";79
2110128;"106";"";106
2110973;"110";"";110
2111069;"100";"";100
2111847;"80";"";80
2111847;"Turkey:75";"(TV version)";75
2111960;"108";"";108
2112240;"102";"";102
2112346;"168";"(director's cut)";168
2112346;"France:132";"(original cut)";132
2112346;"USA:118";"(edited version)";118
2112512;"118";"";118
2112515;"135";"";135
2112515;"Argentina:134";"";134
2112515;"Germany:136";"";136
2112515;"USA:118";"";118
2113512;"103";"";103
2113512;"Finland:97";"";97
2113512;"Italy:82";"(re-edited version) (cut)";82
2113512;"USA:102";"";102
2113531;"Belgium:100";"";100
2113531;"Japan:102";"";102
2113531;"USA:101";"";101
2113595;"110";"";110
2113595;"USA:117";"(restored version)";117
2114355;"118";"";118
2114355;"USA:107";"(TV version : 1984)";107
2114635;"122";"";122
2114635;"Argentina:120";"";120
2115171;"91";"";91
2115171;"Argentina:94";"";94
2115171;"USA:88";"";88
2115628;"Argentina:158";"";158
2115628;"Canada:162";"";162
2115628;"France:169";"";169
2115628;"Taiwan:158";"";158
2115628;"UK:162";"";162
2116072;"130";"";130
2116072;"France:140";"";140
2116658;"85";"";85
2116708;"Australia:80";"";80
2116708;"France:75";"";75
2116708;"Sweden:73";"";73
2116708;"USA:81";"(R-rated version)";81
2116708;"USA:85";"(unrated version)";85
2116736;"84";"";84
2116855;"111";"";111
2117546;"93";"";93
2117637;"94";"";94
2117637;"USA:114";"(director's cut)";114
2117637;"USA:89";"";89
2117637;"USA:89";"(theatrical version)";89
2117874;"133";"";133
2119117;"107";"";107
2119264;"134";"";134
2119264;"Argentina:132";"";132
2119409;"96";"";96
2119425;"125";"";125
2120136;"France:94";"";94
2120136;"Japan:94";"";94
2120136;"Netherlands:94";"";94
2120136;"UK:93";"";93
2120569;"France:190";"";190
2120569;"USA:163";"(edited)";163
2121501;"78";"";78
2121565;"175";"";175
2121785;"126";"";126
2121889;"91";"";91
2122177;"99";"";99
2122177;"Spain:92";"";92
2122231;"94";"";94
2122271;"110";"";110
2122271;"UK:115";"";115
2122764;"107";"";107
2122788;"117";"";117
2123712;"75";"";75
2124042;"102";"";102
2124260;"82";"";82
2124355;"110";"";110
2124355;"Germany:108";"(cut version)";108
2124355;"USA:117";"(director's cut)";117
2124357;"114";"";114
2124357;"Germany:108";"(cut version)";108
2124357;"USA:118";"(director's cut)";118
2124358;"118";"";118
2124358;"USA:121";"(director's cut)";121
2124359;"127";"";127
2125443;"86";"";86
2125639;"127";"";127
2125639;"Germany:122";"";122
2125784;"133";"";133
2126243;"88";"";88
2126772;"92";"";92
2127239;"94";"";94
2127402;"91";"";91
2127563;"97";"";97
2127575;"116";"";116
2127575;"USA:101";"(edited version)";101
2127843;"99";"";99
2127886;"Australia:47";"";47
2127926;"107";"";107
2128046;"98";"";98
2128569;"94";"";94
2128569;"Poland:91";"";91
2128890;"126";"";126
2128957;"137";"";137
2128957;"UK:147";"(London premiere)";147
2128957;"USA:141";"(initial release)";141
2130340;"119";"";119
2130342;"139";"";139
2130342;"USA:147";"(copyright length)";147
2130419;"99";"";99
2130419;"Argentina:105";"";105
2130468;"123";"";123
2130468;"Australia:141";"";141
2130504;"Argentina:93";"";93
2130504;"Brazil:90";"";90
2130504;"USA:90";"";90
2130832;"102";"";102
2130889;"USA:98";"";98
2131017;"85";"";85
2131017;"Japan:94";"(Japanese DVD box-set)";94
2131031;"98";"";98
2131225;"102";"(original version)";102
2131225;"94";"";94
2131334;"97";"";97
2131430;"115";"";115
2131675;"95";"";95
2131729;"121";"";121
2132235;"100";"";100
2132235;"Argentina:103";"";103
2132367;"90";"";90
2133245;"New Zealand:108";"";108
2133245;"USA:96";"";96
2133276;"84";"";84
2133416;"111";"";111
2133500;"107";"";107
2133500;"120";"(director's cut)";120
2133798;"119";"";119
2134027;"81";"";81
2134027;"USA:80";"";80
2134055;"152";"";152
2134058;"137";"";137
2134388;"135";"";135
2134453;"107";"";107
2134924;"88";"";88
2134924;"Germany:87";"";87
2134924;"Hong Kong:97";"";97
2134924;"Spain:94";"(25 fps) (DVD edition)";94
2134924;"UK:94";"(25 fps) (restored version)";94
2134924;"USA:86";"";86
2135675;"112";"";112
2135675;"USA:111";"";111
2136104;"109";"";109
2136104;"Australia:104";"";104
2136104;"Germany:119";"(director's cut)";119
2136104;"USA:120";"(director's cut)";120
2136125;"92";"";92
2136535;"112";"";112
2136535;"Brazil:104";"";104
2137901;"84";"";84
2137905;"98";"";98
2137905;"Finland:92";"";92
2137970;"111";"";111
2138292;"134";"";134
2138299;"132";"(original version)";132
2138299;"132";"(restored version)";132
2138299;"USA:118";"(general release version)";118
2138299;"USA:95";"(TV version)";95
2138299;"West Germany:97";"";97
2138727;"130";"";130
2139026;"87";"";87
2139396;"124";"";124
2139407;"100";"";100
2139438;"82";"";82
2139438;"Germany:75";"(25 fps) (TV version)";75
2139545;"108";"";108
2139928;"Netherlands:120";"";120
2139928;"USA:120";"";120
2140029;"102";"";102
2140049;"90";"";90
2140074;"104";"";104
2140461;"101";"";101
2140530;"94";"";94
2140712;"95";"";95
2140806;"85";"";85
2140811;"93";"";93
2140922;"76";"";76
2140922;"USA:78";"";78
2140999;"101";"";101
2141139;"75";"";75
2141230;"130";"";130
2141230;"Spain:125";"(cut version)";125
2141393;"108";"";108
2141461;"93";"";93
2141703;"105";"";105
2141961;"82";"";82
2142487;"100";"";100
2142714;"115";"";115
2143749;"103";"";103
2143749;"Argentina:112";"";112
2144390;"102";"";102
2144547;"130";"";130
2145409;"110";"";110
2145409;"133";"(International version)";133
2145409;"France:136";"(uncut version)";136
2145409;"Turkey:100";"(TV version)";100
2145603;"110";"(2004 Criterion DVD edition)";110
2145603;"117";"";117
2145603;"France:118";"";118
2145603;"Germany:105";"(2000 restored version)";105
2145603;"Germany:108";"(re-release)";108
2145603;"USA:99";"";99
2145699;"101";"";101
2145942;"116";"";116
2145942;"USA:112";"(PG version)";112
2146691;"113";"";113
2146907;"127";"";127
2146945;"88";"";88
2147404;"81";"";81
2147519;"100";"(uncut version)";100
2147519;"USA:85";"(edited version)";85
2147811;"128";"";128
2147811;"UK:136";"";136
2147941;"Argentina:88";"";88
2147941;"USA:92";"";92
2147962;"Argentina:115";"";115
2147962;"USA:115";"";115
2147992;"93";"";93
2147992;"Germany:85";"(cut version)";85
2148026;"93";"";93
2148037;"88";"";88
2148037;"USA:93";"(special edition)";93
2148039;"95";"";95
2148039;"Argentina:96";"";96
2148039;"Germany:87";"(heavily cut)";87
2148039;"UK:96";"";96
2148039;"USA:94";"";94
2148040;"107";"";107
2148165;"96";"";96
2148281;"France:135";"";135
2148281;"USA:134";"";134
2148400;"122";"";122
2148608;"111";"";111
2148848;"88";"";88
2149158;"USA:120";"";120
2150211;"188";"";188
2150224;"124";"";124
2151493;"100";"";100
2151499;"Argentina:95";"";95
2151499;"USA:95";"";95
2151740;"75";"";75
2153014;"202";"";202
2153110;"116";"(1997 alternate version)";116
2153283;"107";"";107
2153421;"Singapore:90";"";90
2153457;"123";"(extended version)";123
2153457;"94";"";94
2153998;"106";"";106
2153998;"Argentina:110";"";110
2153998;"UK:95";"(original version)";95
2153998;"USA:110";"";110
2154565;"94";"";94
2154596;"80";"(Slamdance Film Festival)";80
2154596;"USA:77";"";77
2154607;"96";"";96
2154630;"86";"";86
2154663;"118";"";118
2155643;"96";"";96
2155689;"104";"";104
2156231;"88";"";88
2156364;"113";"";113
2156478;"112";"";112
2157118;"125";"";125
2157273;"USA:198";"";198
2157724;"114";"";114
2158286;"90";"";90
2159085;"93";"";93
2159258;"130";"";130
2159513;"104";"";104
2159513;"Germany:92";"";92
2159587;"106";"";106
2160048;"90";"";90
2160048;"94";"(alternate version)";94
2160308;"98";"";98
2160428;"139";"";139
2160436;"108";"";108
2160769;"94";"";94
2161122;"99";"";99
2161144;"9";"";9
2161615;"73";"";73
2162013;"135";"";135
2162109;"98";"";98
2162109;"USA:102";"";102
2162762;"140";"";140
2162869;"127";"";127
2162994;"98";"";98
2163340;"97";"";97
2163370;"101";"";101
2163581;"105";"";105
2164115;"120";"";120
2164115;"Argentina:121";"";121
2164174;"108";"";108
2164328;"104";"";104
2164328;"Germany:100";"";100
2164624;"116";"";116
2164939;"99";"";99
2164942;"84";"";84
2164943;"96";"";96
2164944;"87";"";87
2165318;"106";"";106
2165411;"86";"(international version)";86
2165411;"96";"";96
2165624;"178";"";178
2165627;"USA:122";"";122
2165666;"113";"";113
2165721;"105";"";105
2165765;"93";"";93
2165832;"108";"";108
2166642;"95";"";95
2167372;"USA:72";"";72
2167489;"95";"";95
2168103;"105";"";105
2168109;"115";"";115
2168207;"98";"";98
2168282;"USA:80";"";80
2168361;"127";"";127
2168402;"97";"";97
2168965;"144";"";144
2168965;"Spain:126";"";126
2169199;"111";"";111
2169865;"131";"";131
2169876;"127";"";127
2170415;"108";"";108
2170555;"117";"";117
2170610;"105";"";105
2170610;"USA:101";"";101
2170625;"119";"(DVD edition) (2002 Murnau Foundation 75th aniversary restored version)";119
2170625;"145";"(2010 restored version)";145
2170625;"153";"";153
2170625;"80";"(Giorgio Moroder version)";80
2170625;"Germany:210";"(premiere cut)";210
2170625;"Germany:93";"(re-release version)";93
2170625;"USA:114";"(25 fps) (1927 cut version)";114
2170625;"USA:123";"(2002 Murnau Foundation 75th aniversary restored version)";123
2170643;"98";"";98
2171511;"92";"";92
2171589;"137";"";137
2171762;"105";"";105
2171907;"105";"";105
2171943;"133";"";133
2172334;"102";"";102
2172541;"80";"";80
2172541;"Japan:73";"";73
2172808;"113";"";113
2172829;"121";"";121
2172947;"126";"";126
2173027;"155";"";155
2173296;"98";"";98
2173331;"95";"";95
2173343;"94";"";94
2173343;"USA:84";"";84
2173344;"114";"";114
2173361;"95";"";95
2173730;"109";"";109
2174014;"111";"";111
2174318;"110";"";110
2174392;"87";"";87
2174453;"115";"";115
2174775;"105";"";105
2174775;"112";"(director's cut)";112
2174948;"124";"";124
2174948;"Argentina:128";"";128
2174948;"Canada:128";"";128
2174948;"Spain:121";"";121
2174948;"UK:128";"";128
2175680;"114";"";114
2176083;"96";"";96
2176086;"114";"";114
2176174;"92";"";92
2176789;"107";"";107
2177244;"103";"";103
2177836;"101";"";101
2177836;"Argentina:101";"";101
2177839;"Norway:95";"(video version)";95
2177839;"USA:100";"";100
2177959;"114";"";114
2177983;"110";"";110
2177992;"123";"";123
2178276;"123";"";123
2178276;"West Germany:107";"";107
2178807;"101";"";101
2179017;"97";"";97
2179406;"129";"";129
2179406;"USA:130";"";130
2179939;"87";"";87
2180060;"75";"";75
2180670;"123";"";123
2180670;"Germany:113";"";113
2180698;"102";"";102
2181096;"129";"";129
2181493;"104";"";104
2181690;"80";"";80
2181898;"97";"";97
2181907;"103";"";103
2181907;"Canada:110";"(Ontario)";110
2182213;"113";"";113
2182213;"West Germany:105";"(cut version)";105
2182361;"134";"";134
2182564;"124";"";124
2182564;"West Germany:110";"";110
2183016;"96";"";96
2183016;"Argentina:95";"";95
2183016;"Israel:92";"";92
2183254;"91";"";91
2183622;"66";"";66
2183643;"105";"";105
2183675;"126";"";126
2183726;"102";"";102
2184999;"101";"";101
2185015;"95";"";95
2185038;"102";"";102
2185767;"114";"";114
2186706;"98";"";98
2186706;"Germany:93";"";93
2187505;"95";"";95
2187739;"91";"";91
2187886;"143";"";143
2187957;"103";"";103
2187965;"114";"";114
2188028;"87";"";87
2188074;"91";"";91
2188074;"Argentina:91";"";91
2188074;"Argentina:92";"";92
2188117;"92";"";92
2188295;"119";"";119
2188332;"129";"";129
2188332;"West Germany:120";"(TV)";120
2188440;"98";"";98
2188458;"96";"";96
2188547;"105";"";105
2188553;"97";"";97
2188633;"125";"";125
2188696;"134";"";134
2188708;"125";"";125
2188768;"105";"";105
2188978;"111";"";111
2189533;"90";"";90
2189721;"88";"";88
2189721;"Philippines:85";"";85
2189833;"107";"";107
2189969;"117";"";117
2190062;"112";"";112
2190354;"99";"";99
2190371;"87";"";87
2190371;"Argentina:88";"";88
2190603;"107";"";107
2190603;"Argentina:108";"";108
2190734;"122";"";122
2190795;"104";"";104
2190795;"Argentina:102";"";102
2190795;"USA:100";"(TCM print: British version)";100
2190795;"USA:92";"";92
2190803;"95";"";95
2190803;"Germany:90";"";90
2190900;"106";"";106
2190982;"107";"";107
2191385;"104";"";104
2191428;"124";"";124
2191929;"95";"";95
2191997;"132";"";132
2192642;"105";"";105
2192654;"80";"(1998 version)";80
2192733;"3";"";3
2192747;"96";"";96
2192747;"USA:102";"";102
2192782;"85";"";85
2192913;"97";"";97
2192973;"120";"";120
2193169;"95";"";95
2193264;"170";"";170
2193276;"128";"";128
2193388;"94";"";94
2193407;"92";"";92
2193422;"101";"";101
2193721;"103";"";103
2194143;"103";"";103
2194153;"117";"";117
2194168;"98";"";98
2194362;"94";"";94
2194362;"USA:90";"(2005 DVD release)";90
2194363;"92";"";92
2194471;"Argentina:93";"";93
2194471;"Germany:93";"";93
2194471;"USA:89";"";89
2194580;"105";"";105
2194791;"104";"";104
2195009;"94";"";94
2195009;"West Germany:80";"(video)";80
2195233;"Finland:88";"";88
2195233;"UK:87";"";87
2195417;"97";"";97
2196039;"121";"";121
2196060;"73";"";73
2196068;"110";"";110
2196132;"119";"";119
2196454;"125";"";125
2196886;"118";"";118
2196886;"France:103";"(color version)";103
2197021;"94";"";94
2197407;"82";"";82
2199194;"78";"";78
2199218;"93";"";93
2199868;"131";"";131
2199868;"South Korea:112";"";112
2199969;"83";"";83
2200121;"95";"";95
2201125;"92";"";92
2201311;"98";"";98
2201727;"159";"";159
2202537;"111";"";111
2202732;"118";"";118
2202732;"USA:122";"(director's cut)";122
2202880;"107";"";107
2204067;"94";"";94
2204067;"Sweden:86";"(cut version)";86
2204532;"120";"";120
2204532;"USA:183";"(TV version)";183
2205117;"75";"";75
2205227;"112";"";112
2205327;"106";"";106
2206238;"97";"";97
2206242;"121";"";121
2206516;"107";"";107
2206541;"105";"";105
2206656;"101";"";101
2206740;"86";"";86
2207203;"98";"";98
2207291;"112";"";112
2207291;"Australia:107";"(video)";107
2207384;"93";"";93
2207954;"121";"";121
2208048;"98";"";98
2208084;"104";"";104
2208430;"92";"";92
2208474;"93";"";93
2208962;"90";"";90
2209075;"Germany:70";"";70
2209075;"USA:67";"";67
2209608;"113";"";113
2209608;"USA:118";"(director's cut)";118
2209821;"106";"";106
2209901;"84";"";84
2210137;"95";"";95
2210139;"88";"";88
2210139;"Germany:85";"(cut version)";85
2210196;"96";"";96
2210254;"129";"";129
2210356;"99";"";99
2210519;"99";"";99
2210617;"101";"";101
2210872;"118";"";118
2211077;"128";"";128
2211223;"100";"";100
2211223;"Canada:98";"(Ontario)";98
2211282;"112";"(DVD)";112
2211282;"117";"";117
2211282;"Argentina:102";"";102
2211336;"103";"";103
2211395;"113";"";113
2211751;"110";"";110
2212209;"192";"";192
2212209;"USA:212";"(director's cut)";212
2212660;"118";"";118
2212660;"South Korea:103";"";103
2212954;"96";"";96
2213122;"106";"";106
2213622;"102";"";102
2213866;"114";"";114
2214546;"110";"";110
2216031;"101";"";101
2216031;"Portugal:89";"";89
2216031;"UK:102";"";102
2216145;"87";"";87
2216176;"119";"";119
2216295;"90";"";90
2216295;"Argentina:89";"";89
2216295;"UK:88";"";88
2216295;"USA:88";"";88
2216316;"136";"";136
2216640;"97";"";97
2216642;"84";"(1994 restored version projected at 20 fps)";84
2216642;"94";"";94
2216642;"Belgium:85";"";85
2216642;"Spain:65";"(VHS version)";65
2216642;"Spain:92";"(DVD edition)";92
2216642;"Sweden:84";"(DVD version)";84
2216642;"UK:88";"(1997 restored version)";88
2216642;"USA:81";"";81
2217530;"94";"";94
2217636;"Argentina:86";"";86
2217636;"Colombia:83";"";83
2217636;"UK:85";"";85
2217636;"USA:86";"";86
2217693;"118";"";118
2217718;"108";"";108
2217782;"101";"";101
2217888;"124";"";124
2218486;"100";"";100
2218524;"82";"";82
2219070;"106";"";106
2219442;"63";"";63
2219779;"110";"";110
2219992;"106";"";106
2219992;"USA:109";"(unrated director's cut)";109
2220554;"103";"";103
2221102;"91";"";91
2221102;"Argentina:94";"";94
2221102;"Spain:94";"";94
2221102;"UK:90";"";90
2221102;"USA:90";"";90
2222143;"110";"";110
2224890;"108";"";108
2225574;"83";"";83
2225605;"USA:103";"";103
2225624;"115";"";115
2226062;"82";"";82
2226062;"Argentina:95";"";95
2226103;"89";"";89
2227800;"Australia:91";"";91
2227800;"Russia:87";"";87
2227800;"Spain:96";"";96
2228369;"83";"";83
2228704;"74";"";74
2228754;"153";"";153
2229516;"96";"";96
2229633;"109";"";109
2229656;"142";"";142
2229787;"107";"";107
2229787;"USA:98";"(re-edited version)";98
2230251;"134";"";134
2230732;"94";"";94
2230871;"98";"";98
2230917;"108";"";108
2231247;"229";"";229
2231247;"259";"(2012)";259
2231247;"USA:139";"(re-cut)";139
2231307;"115";"";115
2231336;"102";"";102
2231697;"93";"";93
2231855;"119";"";119
2231882;"105";"";105
2231896;"108";"";108
2231909;"133";"";133
2232226;"90";"";90
2232255;"89";"";89
2232299;"USA:121";"";121
2232552;"102";"";102
2232980;"90";"";90
2233001;"127";"";127
2233552;"106";"";106
2233759;"121";"";121
2233885;"115";"";115
2233885;"Finland:104";"";104
2233885;"France:108";"";108
2234951;"Australia:104";"";104
2234951;"Norway:104";"";104
2234951;"Spain:100";"";100
2234951;"USA:104";"";104
2235378;"107";"";107
2235378;"Finland:104";"";104
2235600;"85";"";85
2235600;"USA:75";"(1972 reissue)";75
2235600;"USA:83";"";83
2236433;"124";"";124
2236640;"94";"";94
2236640;"Hong Kong:92";"";92
2236640;"USA:92";"(cut version)";92
2236888;"99";"";99
2237013;"94";"";94
2237801;"132";"";132
2238427;"Italy:118";"";118
2238483;"123";"";123
2238595;"94";"";94
2239654;"89";"(Hypercube restored version)";89
2239654;"90";"";90
2239941;"161";"";161
2240178;"123";"";123
2240406;"97";"";97
2240516;"106";"";106
2240566;"127";"";127
2240849;"100";"";100
2240934;"100";"";100
2240936;"96";"";96
2241542;"87";"";87
2241805;"92";"";92
2242954;"102";"";102
2243968;"82";"";82
2244080;"111";"";111
2244271;"115";"";115
2244488;"114";"";114
2245091;"122";"";122
2245138;"100";"";100
2245138;"Switzerland:112";"(Locarno Film Festival)";112
2246169;"China:111";"";111
2246169;"UK:115";"";115
2246675;"151";"";151
2247345;"150";"";150
2247366;"114";"(FMC Library Print)";114
2247366;"122";"";122
2247594;"UK:93";"";93
2247913;"85";"";85
2248232;"124";"";124
2248438;"71";"";71
2248473;"75";"";75
2248574;"112";"";112
2248580;"147";"";147
2249442;"94";"";94
2250014;"115";"";115
2250495;"135";"";135
2250593;"91";"";91
2250599;"105";"";105
2250599;"Finland:101";"";101
2250599;"Germany:96";"(TV version)";96
2251093;"115";"";115
2251197;"Argentina:119";"";119
2251197;"India:122";"(within Bengal)";122
2251241;"88";"";88
2251547;"117";"";117
2251761;"172";"";172
2251833;"95";"";95
2252075;"91";"";91
2252075;"Switzerland:90";"";90
2252158;"93";"";93
2252158;"Australia:90";"(cut)";90
2252485;"UK:90";"";90
2252917;"95";"";95
2253153;"87";"";87
2253332;"90";"";90
2253441;"101";"";101
2253441;"USA:86";"(cut version)";86
2253567;"103";"";103
2254216;"99";"";99
2254219;"108";"";108
2254219;"UK:108";"(cut version)";108
2254327;"119";"";119
2255035;"132";"";132
2255064;"99";"";99
2255408;"81";"";81
2256004;"88";"";88
2256605;"107";"";107
2257031;"103";"";103
2257033;"100";"";100
2257129;"128";"";128
2257129;"Argentina:130";"";130
2257265;"77";"";77
2257381;"101";"";101
2257901;"88";"";88
2257904;"97";"";97
2257905;"91";"";91
2257905;"UK:86";"(DVD)";86
2257906;"90";"";90
2258068;"96";"";96
2258068;"Argentina:92";"";92
2258079;"90";"";90
2258163;"89";"";89
2258248;"123";"";123
2258328;"125";"";125
2258588;"107";"";107
2258957;"93";"";93
2258958;"84";"";84
2259483;"115";"";115
2259483;"USA:113";"(DVD version)";113
2259508;"115";"";115
2259508;"Australia:107";"(1998 director's cut)";107
2259556;"95";"";95
2259556;"98";"";98
2259586;"105";"";105
2259786;"22";"";22
2261350;"93";"";93
2261350;"Argentina:108";"(re-release)";108
2261350;"Australia:106";"(re-release)";106
2261350;"UK:104";"(re-release)";104
2261350;"USA:108";"(re-release)";108
2261353;"95";"";95
2261598;"88";"";88
2261929;"94";"";94
2261929;"USA:106";"(TV version)";106
2262428;"80";"";80
2262464;"109";"";109
2262464;"USA:112";"(unrated version)";112
2262957;"111";"";111
2263106;"79";"";79
2263331;"112";"";112
2263331;"Argentina:115";"";115
2263331;"Spain:107";"(DVD edition)";107
2263670;"120";"";120
2263826;"124";"";124
2264538;"94";"";94
2264538;"Netherlands:91";"";91
2264538;"Philippines:90";"";90
2264592;"121";"";121
2264815;"124";"";124
2265148;"118";"";118
2265148;"Argentina:115";"";115
2265148;"France:115";"";115
2265148;"Hungary:110";"";110
2265148;"UK:118";"";118
2265188;"121";"";121
2265188;"UK:124";"";124
2265452;"99";"";99
2265771;"81";"";81
2265771;"USA:84";"(10th Anniversary edition)";84
2266198;"109";"";109
2266555;"85";"";85
2266574;"Argentina:90";"";90
2266574;"USA:88";"(R-rated version)";88
2266574;"USA:93";"(unrated version)";93
2266575;"106";"";106
2266575;"USA:108";"(unrated version)";108
2266691;"75";"";75
2266691;"Germany:95";"";95
2266891;"102";"";102
2266891;"USA:99";"";99
2267111;"96";"";96
2267114;"87";"";87
2267116;"83";"";83
2267118;"88";"";88
2267120;"90";"";90
2267121;"84";"";84
2267434;"105";"";105
2267673;"134";"";134
2267777;"114";"";114
2267780;"130";"(original cut)";130
2267780;"91";"";91
2267781;"98";"";98
2268063;"97";"";97
2268776;"114";"";114
2268776;"UK:97";"";97
2269366;"97";"";97
2269410;"94";"";94
2269426;"98";"";98
2269444;"92";"";92
2270182;"111";"";111
2270749;"Argentina:120";"";120
2270749;"France:127";"";127
2270749;"UK:118";"";118
2270749;"USA:80";"(cut)";80
2271178;"86";"";86
2271822;"111";"";111
2271870;"89";"";89
2272308;"104";"";104
2272532;"103";"";103
2273044;"107";"";107
2273048;"103";"(vcd)";103
2273048;"108";"";108
2273048;"Germany:93";"(TV version) (FSK 18 version) (heavily cut)";93
2273174;"106";"";106
2273896;"90";"";90
2274575;"119";"";119
2274575;"USA:125";"(director's cut)";125
2274590;"96";"";96
2274790;"118";"";118
2274852;"111";"";111
2274949;"105";"";105
2274949;"Argentina:98";"";98
2274949;"USA:98";"";98
2275139;"129";"";129
2275181;"143";"";143
2275543;"91";"";91
2275543;"Japan:97";"";97
2275543;"Philippines:92";"";92
2275635;"167";"";167
2275709;"97";"";97
2276353;"109";"";109
2276841;"109";"";109
2276914;"89";"";89
2277269;"100";"";100
2277334;"130";"";130
2277505;"81";"";81
2277506;"USA:90";"";90
2278340;"63";"";63
2278576;"89";"";89
2278585;"92";"";92
2279852;"133";"";133
2280097;"109";"";109
2280097;"Germany:108";"(cut)";108
2280098;"105";"";105
2280101;"95";"";95
2280125;"113";"";113
2280126;"93";"";93
2280126;"Australia:90";"";90
2280376;"90";"";90
2280997;"154";"";154
2280997;"USA:168";"(special edition)";168
2281105;"102";"";102
2281160;"86";"";86
2281612;"USA:4";"";4
2282360;"124";"";124
2282360;"Finland:119";"";119
2285092;"80";"";80
2285138;"85";"";85
2285139;"97";"";97
2285647;"100";"";100
2285647;"Germany:108";"";108
2285997;"86";"";86
2285997;"Germany:74";"";74
2286681;"133";"";133
2287637;"100";"";100
2288084;"88";"";88
2288257;"108";"";108
2288625;"129";"";129
2288828;"115";"";115
2288908;"72";"";72
2288969;"94";"(Turner library print)";94
2289039;"133";"";133
2289215;"90";"";90
2289279;"115";"";115
2289279;"Australia:119";"(DVD)";119
2289279;"Canada:113";"(Ontario)";113
2289300;"94";"";94
2290129;"102";"";102
2290129;"Finland:87";"(1988) (heavily cut) (VHS version)";87
2290136;"96";"";96
2290316;"162";"";162
2290489;"133";"";133
2290562;"90";"";90
2290793;"121";"";121
2290793;"USA:139";"(special edition)";139
2291501;"114";"";114
2291903;"101";"";101
2291994;"79";"";79
2292109;"Germany:86";"(uncut version)";86
2292109;"USA:89";"";89
2292470;"86";"(unrated version)";86
2292470;"USA:95";"(R-rated version)";95
2292610;"100";"";100
2292773;"107";"";107
2292920;"108";"";108
2293200;"99";"";99
2293416;"112";"";112
2293483;"76";"(cut)";76
2293483;"84";"";84
2293500;"130";"";130
2293587;"111";"";111
2293915;"91";"";91
2294497;"122";"";122
2294518;"114";"";114
2294990;"98";"";98
2295106;"89";"";89
2295575;"195";"";195
2296145;"52";"";52
2296438;"72";"";72
2296667;"104";"";104
2296667;"124";"(director's cut)";124
2296892;"182";"";182
2296892;"France:175";"(director's cut)";175
2296987;"Germany:90";"";90
2296987;"USA:94";"";94
2297049;"110";"";110
2297404;"113";"";113
2297404;"USA:120";"(Director's Cut DVD)";120
2297836;"128";"";128
2298189;"15";"";15
2298460;"92";"";92
2298603;"80";"";80
2298717;"105";"";105
2298804;"102";"";102
2299047;"99";"";99
2299492;"117";"";117
2299646;"102";"";102
2299999;"91";"";91
2300104;"95";"";95
2300162;"80";"";80
2300333;"115";"";115
2300351;"113";"";113
2300351;"Finland:109";"(cut)";109
2300351;"Finland:110";"(uncut)";110
2300354;"111";"";111
2300450;"101";"";101
2300450;"USA:101";"";101
2300450;"USA:102";"";102
2301991;"Canada:81";"(Ontario)";81
2301991;"UK:92";"";92
2301991;"USA:83";"";83
2302051;"104";"";104
2302418;"90";"";90
2302526;"138";"";138
2302526;"148";"(director's cut)";148
2302661;"102";"";102
2303621;"90";"";90
2303953;"92";"";92
2304264;"125";"";125
2304264;"USA:129";"";129
2304330;"98";"";98
